timestamp,open,high,low,close,volume
1766907360000,87657.3,87666.2,87641.2,87641.2,4.606
1766907420000,87641.2,87667.6,87641.2,87642.6,2137.651
1766907480000,87642.6,87767.0,87641.2,87645.7,2672.762
1766907540000,87645.7,87663.6,87641.2,87645.6,1718.121
1766907600000,87645.6,87672.2,87641.2,87649.8,3085.586
1766907660000,87649.7,87767.0,87636.8,87637.0,4204.965
1766907720000,87637.0,87640.2,87636.8,87640.2,1712.66
1766907780000,87640.2,87753.9,87640.1,87640.2,1941.912
1766907840000,87640.2,87745.9,87640.1,87640.2,1669.309
1766907900000,87640.2,87745.0,87640.2,87640.2,2075.15
1766907960000,87640.4,87744.1,87640.2,87640.3,2320.338
1766908020000,87640.3,87671.7,87640.3,87671.7,6004.938
1766908080000,87671.7,87744.1,87671.7,87696.6,8850.254
1766908140000,87696.6,87765.6,87695.2,87695.3,1884.386
1766908200000,87695.7,87765.6,87695.2,87695.2,1614.55
1766908260000,87695.2,87716.7,87695.2,87695.2,1699.777
1766908320000,87695.2,87695.3,87695.2,87695.2,10.34
1766908380000,87695.2,87695.3,87687.8,87695.3,9.586
1766908440000,87687.8,87695.3,87687.8,87687.8,13.02
1766908500000,87687.8,87695.3,87687.8,87687.8,5.033
1766908560000,87687.7,87695.3,87687.1,87687.1,9.676
1766908620000,87687.1,87695.3,87687.0,87687.1,6.93
1766908680000,87687.1,87714.7,87687.0,87697.6,2882.833
1766908740000,87697.6,87713.7,87697.5,87697.6,1727.928
1766908800000,87697.5,87706.7,87697.5,87706.7,20.381
1766908860000,87706.7,87767.0,87697.5,87724.4,3753.48
1766908920000,87724.4,87767.0,87706.5,87715.9,1950.869
1766908980000,87715.9,87715.9,87715.7,87715.9,2.663
1766909040000,87715.9,87715.9,87710.8,87711.0,88.116
1766909100000,87710.9,87731.8,87710.8,87719.9,835.674
1766909160000,87719.9,87767.0,87710.8,87733.4,2748.695
1766909220000,87733.4,87752.8,87697.5,87749.0,8772.495
1766909280000,87749.0,87749.5,87749.0,87749.5,15.546
1766909340000,87749.5,87766.7,87749.0,87766.7,42.978
1766909400000,87767.0,87770.7,87721.0,87762.2,657.137
1766909460000,87762.1,87770.7,87741.6,87762.2,699.913
1766909520000,87762.2,87770.7,87745.5,87768.0,2175.3
1766909580000,87768.0,87770.7,87747.5,87763.0,3579.441
1766909640000,87763.0,87770.7,87746.7,87762.9,1630.193
1766909700000,87763.0,87771.7,87706.3,87771.6,2142.55
1766909760000,87771.6,87771.7,87687.0,87771.6,1325.649
1766909820000,87771.6,87771.7,87757.3,87759.6,2798.332
1766909880000,87759.6,87771.7,87755.3,87755.3,242.217
1766909940000,87755.3,87771.7,87751.8,87751.8,41.193
1766910000000,87751.8,87771.7,87750.8,87750.8,3.532
1766910060000,87750.8,87771.7,87750.8,87771.6,5.365
1766910120000,87771.6,87771.7,87741.0,87741.1,547.419
1766910180000,87741.1,87749.3,87741.0,87747.0,3.894
1766910240000,87747.0,87759.6,87746.8,87747.0,397.091
1766910300000,87747.0,87749.1,87707.5,87738.1,5917.184
1766910360000,87738.1,87743.6,87738.0,87740.3,8.48
1766910420000,87740.3,87743.6,87732.0,87738.8,1954.219
1766910480000,87738.8,87738.9,87690.0,87738.9,1734.84
1766910540000,87738.9,87746.5,87738.9,87746.5,433.685
1766910600000,87746.4,87751.6,87744.5,87746.8,2709.028
1766910660000,87746.8,87750.9,87746.8,87746.9,771.805
1766910720000,87746.9,87751.0,87746.7,87746.7,688.387
1766910780000,87746.7,87746.8,87690.0,87724.3,3104.638
1766910840000,87724.3,87751.4,87709.6,87724.2,2582.217
1766910900000,87724.2,87751.5,87712.5,87729.9,2666.771
1766910960000,87729.9,87751.5,87714.4,87736.1,2904.595
1766911020000,87736.1,87749.9,87735.3,87749.9,1271.484
1766911080000,87749.9,87751.5,87749.0,87750.4,1685.049
1766911140000,87750.4,87799.9,87690.0,87799.9,8427.399
1766911200000,87799.7,88058.0,87799.2,87924.4,8211.767
1766911260000,87924.4,87930.4,87895.8,87895.8,2048.812
1766911320000,87895.8,87898.9,87865.3,87865.3,2957.032
1766911380000,87865.3,87898.9,87833.4,87833.4,6844.82
1766911440000,87832.8,87832.8,87805.0,87805.1,6603.339
1766911500000,87805.1,87818.9,87690.0,87818.9,6254.179
1766911560000,87818.9,87830.1,87690.0,87823.2,4660.256
1766911620000,87823.2,87827.9,87801.6,87815.9,4613.778
1766911680000,87815.9,87818.8,87797.0,87816.7,1602.085
1766911740000,87816.7,87824.1,87803.6,87803.7,4.086
1766911800000,87803.7,87813.6,87700.0,87788.4,3592.428
1766911860000,87788.4,87790.6,87772.1,87772.1,2731.52
1766911920000,87772.1,87782.0,87690.0,87759.1,5659.658
1766911980000,87759.1,87780.6,87732.2,87780.6,2423.069
1766912040000,87780.6,87780.6,87755.3,87780.6,1922.904
1766912100000,87780.6,87780.7,87764.4,87780.5,1528.482
1766912160000,87780.5,87786.4,87780.4,87786.4,184.607
1766912220000,87780.5,87800.1,87780.4,87800.1,391.373
1766912280000,87800.1,87801.3,87770.7,87770.7,130.669
1766912340000,87768.1,87801.3,87766.3,87771.0,5.251
1766912400000,87771.1,87801.3,87690.0,87786.6,3229.756
1766912460000,87786.6,87801.3,87782.5,87782.5,5.106
1766912520000,87782.5,87801.3,87778.7,87786.9,203.785
1766912580000,87801.3,87801.8,87771.0,87796.0,5.778
1766912640000,87796.0,87796.1,87771.0,87796.0,2.672
1766912700000,87796.0,87796.1,87771.0,87771.0,1.769
1766912760000,87788.1,87793.9,87771.0,87790.5,6.273
1766912820000,87790.6,87796.1,87771.0,87796.1,2.527
1766912880000,87796.1,87796.1,87771.1,87796.1,1.61
1766912940000,87796.1,87796.2,87768.7,87796.2,1260.057
1766913000000,87796.2,87824.9,87796.2,87824.9,3215.504
1766913060000,87824.9,87824.9,87711.3,87816.7,5366.192
1766913120000,87816.7,87825.0,87637.5,87825.0,65.633
1766913180000,87825.0,87831.6,87816.5,87816.7,3.482
1766913240000,87816.7,87833.0,87816.5,87830.0,2.053
1766913300000,87830.0,87836.9,87816.5,87836.9,2.315
1766913360000,87836.9,87836.9,87816.5,87816.5,5.621
1766913420000,87816.5,87820.1,87791.2,87816.5,3425.938
1766913480000,87816.5,87833.5,87814.7,87833.5,404.236
1766913540000,87833.5,87836.9,87795.7,87836.9,2775.868
1766913600000,87836.9,87839.9,87833.4,87839.8,420.873
1766913660000,87839.8,87839.9,87838.9,87839.0,903.836
1766913720000,87839.1,87839.1,87838.9,87839.0,4.333
1766913780000,87839.0,87839.1,87838.9,87839.1,4.91
1766913840000,87839.1,87839.1,87838.9,87839.1,16.892
1766913900000,87839.1,87846.4,87838.9,87846.4,5.145
1766913960000,87846.4,87846.4,87838.9,87846.4,3.271
1766914020000,87846.4,87846.4,87838.9,87846.4,5.535
1766914080000,87846.4,87848.4,87838.9,87848.4,4.433
1766914140000,87848.4,87852.1,87838.9,87850.7,6.663
1766914200000,87850.7,87852.1,87848.4,87848.9,1.969
1766914260000,87848.9,87852.1,87848.4,87848.4,2.037
1766914320000,87848.4,87852.1,87839.1,87839.1,4.26
1766914380000,87839.1,87852.1,87816.5,87839.8,6.427
1766914440000,87839.8,87852.1,87800.1,87800.1,5.404
1766914500000,87800.1,87852.1,87800.1,87800.1,7.114
1766914560000,87800.1,87852.1,87640.0,87745.9,3804.649
1766914620000,87746.0,87751.9,87640.0,87741.0,3543.276
1766914680000,87740.9,87741.1,87708.3,87724.9,1420.019
1766914740000,87724.9,87744.6,87589.0,87733.9,1852.099
1766914800000,87733.9,87739.2,87684.2,87733.9,7.393
1766914860000,87733.9,87749.5,87684.2,87724.4,603.033
1766914920000,87724.4,87724.5,87684.2,87724.5,3.924
1766914980000,87724.5,87742.7,87684.2,87742.7,8.689
1766915040000,87742.7,87742.8,87684.2,87742.7,1.141
1766915100000,87742.8,87742.8,87684.3,87742.8,4.424
1766915160000,87742.8,87742.8,87742.7,87742.7,6.955
1766915220000,87742.7,87742.8,87684.2,87737.1,4.825
1766915280000,87737.1,87738.1,87684.2,87738.1,3.985
1766915340000,87738.1,87742.9,87684.2,87735.9,4.333
1766915400000,87735.9,87738.4,87684.3,87737.2,1.329
1766915460000,87737.2,87737.3,87684.3,87737.3,3.392
1766915520000,87737.3,87749.8,87684.3,87749.8,1084.157
1766915580000,87749.8,87750.6,87684.3,87749.8,5.464
1766915640000,87749.8,87750.2,87684.3,87749.7,3.431
1766915700000,87749.7,87750.1,87684.3,87750.1,6.563
1766915760000,87750.1,87750.2,87684.3,87747.4,1.177
1766915820000,87747.4,87750.3,87684.3,87747.7,312.051
1766915880000,87747.7,87761.5,87747.4,87761.5,1.744
1766915940000,87761.5,87761.6,87747.5,87761.6,6.363
1766916000000,87761.6,87777.0,87709.8,87770.9,3887.722
1766916060000,87770.9,87777.0,87684.2,87775.3,1728.856
1766916120000,87775.3,87776.9,87775.2,87776.9,4.982
1766916180000,87776.9,87803.7,87709.8,87803.7,3388.112
1766916240000,87803.7,87812.8,87684.3,87812.8,4246.781
1766916300000,87808.8,87828.6,87709.8,87828.6,3716.265
1766916360000,87828.6,87834.3,87826.8,87834.3,2392.211
1766916420000,87834.3,88058.0,87828.9,87896.1,7979.679
1766916480000,87896.1,87993.2,87894.9,87900.4,4667.506
1766916540000,87902.1,87917.1,87900.2,87915.2,1743.865
1766916600000,87915.2,87993.2,87902.2,87904.4,7701.68
1766916660000,87904.4,88058.0,87902.2,87920.3,6630.749
1766916720000,87920.5,87920.5,87906.1,87906.1,651.393
1766916780000,87906.1,87955.9,87873.2,87873.7,7738.693
1766916840000,87873.7,87875.1,87865.2,87865.2,1300.697
1766916900000,87865.2,87868.4,87865.1,87868.3,613.301
1766916960000,87868.3,87882.7,87863.4,87869.9,1701.412
1766917020000,87869.9,87889.7,87865.6,87889.7,1223.671
1766917080000,87889.7,88000.0,87876.1,87898.5,7989.595
1766917140000,87898.5,88031.6,87876.1,87903.8,5467.432
1766917200000,87903.8,88035.2,87903.8,87909.9,3763.186
1766917260000,87909.9,88020.0,87900.5,87900.5,2146.714
1766917320000,87900.5,87900.5,87860.0,87860.0,3591.161
1766917380000,87860.0,87882.7,87854.6,87882.7,2706.567
1766917440000,87882.7,88058.0,87854.6,87925.6,6946.039
1766917500000,87925.6,88033.5,87881.1,87900.1,3050.726
1766917560000,87900.1,87930.0,87881.1,87915.6,5.336
1766917620000,87915.6,87930.0,87908.5,87916.7,9.453
1766917680000,87919.9,87932.6,87915.0,87915.0,890.186
1766917740000,87915.0,88032.1,87906.2,87918.2,4973.56
1766917800000,87918.2,87921.6,87916.4,87921.6,1646.342
1766917860000,87916.4,87921.6,87873.6,87873.6,20.656
1766917920000,87873.7,87921.6,87873.6,87873.6,14.722
1766917980000,87873.6,87921.6,87873.3,87888.0,7.048
1766918040000,87888.0,87921.6,87887.9,87900.0,11.457
1766918100000,87900.0,87921.7,87899.9,87921.7,1647.031
1766918160000,87921.7,87929.0,87918.9,87928.5,2224.303
1766918220000,87928.5,87929.0,87887.9,87918.9,10.274
1766918280000,87918.9,87929.0,87856.2,87856.4,612.052
1766918340000,87856.2,87856.2,87837.5,87837.5,5288.099
1766918400000,87837.5,87837.9,87811.7,87812.2,6411.271
1766918460000,87811.7,87822.4,87806.4,87808.3,2349.816
1766918520000,87808.3,87825.9,87808.3,87821.9,2267.578
1766918580000,87821.9,87825.9,87814.9,87820.6,6.946
1766918640000,87820.6,87825.9,87820.1,87820.1,8.972
1766918700000,87820.1,87826.3,87820.0,87823.9,379.087
1766918760000,87823.9,87826.3,87821.5,87821.5,31.387
1766918820000,87821.5,87826.3,87650.0,87807.4,666.906
1766918880000,87807.4,87826.3,87732.1,87821.5,4524.432
1766918940000,87810.0,87821.4,87809.9,87812.2,3.097
1766919000000,87812.1,87820.0,87809.9,87812.1,16.251
1766919060000,87812.1,87820.0,87809.9,87812.1,4.909
1766919120000,87812.1,87820.0,87809.9,87820.0,4.463
1766919180000,87820.0,87826.3,87809.9,87820.0,6.037
1766919240000,87820.0,87826.3,87682.4,87824.2,1709.093
1766919300000,87824.2,87826.3,87817.3,87818.4,1.062
1766919360000,87818.4,87826.3,87810.0,87818.3,5.065
1766919420000,87818.3,87826.3,87810.0,87826.1,5.575
1766919480000,87826.1,87826.5,87810.0,87826.5,3.372
1766919540000,87826.6,87828.7,87732.1,87828.7,1724.655
1766919600000,87828.7,87840.8,87828.6,87840.8,8.141
1766919660000,87840.8,87844.0,87828.6,87844.0,4.747
1766919720000,87844.0,87858.6,87828.6,87858.6,3.751
1766919780000,87858.6,87866.3,87828.6,87859.7,9.221
1766919840000,87859.7,87862.7,87828.6,87855.6,7.884
1766919900000,87855.6,87862.7,87828.6,87862.7,7.985
1766919960000,87862.7,87879.9,87861.8,87879.9,2.551
1766920020000,87879.9,87879.9,87828.6,87879.9,5.211
1766920080000,87879.9,87879.9,87828.6,87861.7,6.821
1766920140000,87861.7,87880.1,87828.6,87880.1,9.805
1766920200000,87880.1,87890.2,87828.6,87890.2,3.661
1766920260000,87890.2,87891.1,87828.6,87880.0,10.684
1766920320000,87880.0,87893.1,87828.6,87880.0,10.659
1766920380000,87880.0,87893.1,87880.0,87887.1,1.273
1766920440000,87887.1,87893.1,87887.0,87887.1,5.334
1766920500000,87887.1,87894.0,87887.0,87894.0,148.43
1766920560000,87894.2,87895.9,87887.0,87887.1,808.697
1766920620000,87887.1,87895.9,87881.1,87881.1,8.838
1766920680000,87881.1,87895.9,87871.6,87871.6,47.536
1766920740000,87871.6,87895.9,87861.8,87861.8,4.421
1766920800000,87861.8,87895.9,87850.0,87850.0,10.163
1766920860000,87850.0,87895.9,87850.0,87870.0,9.715
1766920920000,87870.1,87895.9,87850.0,87853.3,2.178
1766920980000,87853.3,87895.9,87853.3,87853.4,5.259
1766921040000,87853.4,87895.9,87853.2,87853.3,14.542
1766921100000,87853.3,87895.9,87853.0,87853.0,10.64
1766921160000,87853.0,87853.3,87846.5,87846.5,3.363
1766921220000,87846.5,87895.9,87846.4,87846.4,4.485
1766921280000,87846.4,87895.5,87846.4,87862.3,7.13
1766921340000,87862.3,87895.5,87856.4,87856.4,2.889
1766921400000,87856.4,87870.0,87856.4,87856.4,0.95
1766921460000,87856.4,87895.5,87854.0,87856.5,2.488
1766921520000,87856.5,87895.5,87856.4,87861.4,6.771
1766921580000,87861.4,87895.5,87852.4,87852.4,5.45
1766921640000,87852.4,87895.5,87847.0,87847.0,1.901
1766921700000,87847.0,87895.5,87831.1,87831.1,4.177
1766921760000,87831.1,87895.9,87682.1,87833.4,1021.344
1766921820000,87832.2,87895.9,87831.1,87831.1,3.855
1766921880000,87831.1,87895.9,87830.1,87834.6,15.232
1766921940000,87834.6,87895.9,87794.1,87794.1,5208.009
1766922000000,87794.1,87794.1,87783.4,87783.4,4129.925
1766922060000,87783.4,87784.0,87781.9,87781.9,522.592
1766922120000,87781.9,87795.5,87693.8,87795.4,3638.898
1766922180000,87795.4,87795.6,87732.1,87795.4,2103.122
1766922240000,87795.5,87795.6,87732.1,87795.1,1889.23
1766922300000,87795.1,87796.2,87700.0,87796.2,2692.968
1766922360000,87796.2,87799.7,87690.0,87798.4,2584.78
1766922420000,87798.4,87799.7,87732.1,87799.6,4685.922
1766922480000,87799.7,87834.2,87799.3,87834.2,2875.783
1766922540000,87834.2,87842.7,87799.3,87839.0,1451.425
1766922600000,87839.0,87842.8,87839.0,87842.8,1596.871
1766922660000,87842.8,87842.8,87834.6,87834.6,6.39
1766922720000,87834.6,87842.8,87818.0,87818.0,1.471
1766922780000,87813.5,87842.8,87807.7,87807.7,4.346
1766922840000,87807.7,87842.8,87807.7,87821.8,6.536
1766922900000,87821.8,87842.8,87821.7,87835.4,3.133
1766922960000,87835.4,87842.8,87835.3,87835.5,6.139
1766923020000,87835.5,87835.5,87820.5,87829.7,3.109
1766923080000,87829.7,87835.5,87824.1,87834.3,5.157
1766923140000,87834.3,87842.8,87834.3,87842.8,121.694
1766923200000,87842.8,87844.7,87838.6,87838.6,815.554
1766923260000,87838.6,87850.4,87838.6,87838.6,94.829
1766923320000,87838.6,87850.4,87824.1,87824.1,5.53
1766923380000,87824.1,87850.4,87666.0,87824.6,2167.669
1766923440000,87824.6,87850.4,87732.1,87824.6,1743.03
1766923500000,87824.6,87850.4,87732.1,87829.7,2120.372
1766923560000,87829.7,87850.4,87824.5,87829.6,1.115
1766923620000,87829.6,87850.4,87824.5,87829.6,5.001
1766923680000,87829.6,87850.4,87824.5,87829.7,4.057
1766923740000,87829.7,87850.4,87810.0,87810.0,7.873
1766923800000,87810.0,87850.4,87800.0,87800.0,8.08
1766923860000,87800.0,87850.4,87786.4,87786.4,3.246
1766923920000,87786.4,87850.4,87785.7,87807.5,3.539
1766923980000,87807.5,87850.4,87807.3,87807.5,7.17
1766924040000,87807.5,87850.4,87807.4,87809.9,7.029
1766924100000,87850.3,87850.4,87807.5,87807.5,5.355
1766924160000,87807.6,87850.4,87807.4,87807.6,10.262
1766924220000,87807.5,87850.4,87701.7,87783.0,1630.732
1766924280000,87783.0,87850.4,87783.0,87807.3,3.127
1766924340000,87807.3,87850.4,87686.0,87850.4,507.189
1766924400000,87791.9,87794.1,87787.0,87787.0,0.969
1766924460000,87794.1,87850.0,87732.1,87801.7,3603.356
1766924520000,87801.7,87850.0,87732.1,87816.2,1148.1
1766924580000,87816.2,87832.1,87816.2,87816.2,3.858
1766924640000,87816.2,87850.4,87813.0,87817.6,1.837
1766924700000,87817.6,87850.4,87813.0,87816.9,2.456
1766924760000,87816.9,87850.4,87813.0,87816.9,12.179
1766924820000,87817.0,87850.4,87813.0,87813.1,249.311
1766924880000,87813.1,87813.1,87813.0,87813.1,1.119
1766924940000,87813.1,87816.9,87813.0,87816.9,6.259
1766925000000,87816.9,87817.2,87816.9,87817.2,3.559
1766925060000,87817.2,87822.8,87713.6,87822.8,2836.93
1766925120000,87822.7,87822.7,87732.1,87818.1,5181.777
1766925180000,87818.2,87831.5,87817.6,87831.5,17.893
1766925240000,87831.5,87833.1,87817.6,87833.1,7.92
1766925300000,87833.1,87833.1,87817.6,87833.1,17.223
1766925360000,87833.1,87833.2,87817.6,87833.2,3.687
1766925420000,87833.1,87833.2,87817.7,87833.1,4.233
1766925480000,87833.1,87833.2,87817.6,87817.8,274.592
1766925540000,87817.6,87822.3,87680.0,87819.0,5825.397
1766925600000,87819.0,87822.4,87682.1,87796.7,5290.974
1766925660000,87796.7,87822.4,87698.8,87800.2,2951.484
1766925720000,87800.2,87804.8,87800.2,87804.7,2.485
1766925780000,87804.7,87804.8,87800.2,87804.7,1.968
1766925840000,87804.7,87804.8,87799.9,87799.9,4.83
1766925900000,87799.9,87804.8,87783.9,87800.2,5.465
1766925960000,87800.2,87804.8,87716.8,87794.8,1621.627
1766926020000,87794.8,87804.8,87793.3,87793.3,1.534
1766926080000,87799.9,87804.8,87793.3,87795.0,4.004
1766926140000,87795.0,87804.8,87732.1,87795.0,4819.479
1766926200000,87795.0,87797.9,87732.1,87797.9,1505.219
1766926260000,87797.9,87804.8,87793.9,87795.0,1.764
1766926320000,87795.0,87804.8,87793.9,87794.2,6.172
1766926380000,87794.2,87804.8,87793.9,87800.1,6.557
1766926440000,87800.1,87804.8,87793.9,87804.6,7.557
1766926500000,87804.5,87804.8,87793.9,87800.0,3.804
1766926560000,87800.0,87804.8,87793.9,87804.8,6.814
1766926620000,87804.8,87833.2,87793.9,87833.2,4.443
1766926680000,87832.4,87833.2,87793.9,87831.7,5.289
1766926740000,87831.7,87833.2,87657.6,87820.5,1942.044
1766926800000,87820.5,87833.2,87635.3,87831.6,2010.593
1766926860000,87831.6,87835.3,87822.0,87822.2,7.309
1766926920000,87822.2,87822.2,87820.9,87822.2,28.727
1766926980000,87822.2,87832.5,87820.9,87822.2,6.172
1766927040000,87822.2,87822.2,87820.9,87822.2,2.803
1766927100000,87822.2,87822.2,87820.5,87822.2,17.509
1766927160000,87822.2,88058.0,87820.5,87922.1,2577.645
1766927220000,87923.1,87923.1,87899.7,87899.7,3.093
1766927280000,87922.1,87922.1,87876.5,87876.5,2.741
1766927340000,87876.5,87922.1,87849.3,87849.3,634.331
1766927400000,87849.3,87851.3,87827.9,87836.3,1548.638
1766927460000,87836.3,87859.8,87827.9,87859.8,8.961
1766927520000,87859.8,87859.9,87827.9,87847.9,24.73
1766927580000,87847.9,87860.3,87827.9,87860.1,9.092
1766927640000,87860.2,87860.2,87672.5,87818.5,2800.743
1766927700000,87818.6,87820.7,87672.5,87805.9,5962.255
1766927760000,87805.9,87812.7,87714.4,87790.9,6861.223
1766927820000,87790.9,87795.1,87672.5,87794.5,1271.323
1766927880000,87794.7,87795.4,87786.6,87795.4,29.348
1766927940000,87786.9,87819.3,87714.4,87819.3,6870.617
1766928000000,87819.2,87819.3,87815.0,87819.2,3.99
1766928060000,87819.2,87819.3,87815.0,87819.3,1.78
1766928120000,87819.2,87842.8,87819.2,87842.8,2698.14
1766928180000,87842.8,87848.6,87819.2,87848.6,2281.007
1766928240000,87848.6,87867.9,87828.9,87866.7,1408.884
1766928300000,87866.8,87871.1,87866.7,87871.0,1364.989
1766928360000,87871.0,87871.1,87866.6,87866.6,8.427
1766928420000,87866.6,87871.1,87862.0,87862.0,6.865
1766928480000,87862.0,87871.1,87846.1,87846.1,2.772
1766928540000,87846.1,87871.1,87835.6,87835.6,5.187
1766928600000,87835.6,87871.1,87688.0,87856.8,3125.704
1766928660000,87856.8,87871.1,87851.0,87851.0,5.294
1766928720000,87851.0,87871.1,87851.0,87851.0,1.538
1766928780000,87851.0,87871.1,87851.0,87854.0,1.754
1766928840000,87854.0,87871.1,87850.0,87850.0,9.153
1766928900000,87850.0,87875.1,87850.0,87875.1,1665.799
1766928960000,87875.1,87901.0,87856.7,87901.0,3243.07
1766929020000,87901.8,87912.1,87856.7,87890.7,436.319
